,brand,name,price,n_of_reviews,n_of_loves,review_score,size,clean_product,category_Anti-Aging,category_BB_&_CC_Cream,category_Bath_&_Shower,category_Beauty_Supplements,category_Blemish_&_Acne_Treatments,category_Blotting_Papers,category_Body_Lotions_&_Body_Oils,category_Cellulite_&_Stretch_Marks,category_Decollete_&_Neck_Creams,category_Exfoliators,category_Eye_Creams_&_Treatments,category_Eye_Masks,category_Face_Masks,category_Face_Oils,category_Face_Primer,category_Face_Serums,category_Face_Sunscreen,category_Face_Wash_&_Cleansers,category_Facial_Peels,category_Foundation,category_Hair_Oil,category_Highlighter,category_Holistic_Wellness,category_Mini_Size,category_Mists_&_Essences,category_Moisturizer_&_Treatments,category_Moisturizers,category_Night_Creams,category_Setting_Spray_&_Powder,category_Sheet_Masks,category_Skincare,category_Tinted_Moisturizer,category_Toners,category_Tools,category_Value_&_Gift_Sets,reviews_to_loves_ratio,return_on_reviews,price_per_ounce
889,FARSÁLI,Unicorn Essence Antioxidant Primer Serum,54.0,1000,133987,3.8928,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.39,54.0
890,Algenist,GENIUS Liquid Collagen,115.0,561,32818,4.0089,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.71,115.0
891,Dr. Dennis Gross Skincare,Clinical Grade Resurfacing Liquid Peel,95.0,273,6789,4.7546,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,1.74,95.0
892,Caudalie,Vinopure Natural Salicylic Acid Pore Minimizing Serum,49.0,521,34155,4.4242,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0.85,49.0
893,The Ordinary,100% Plant-Derived Squalane,7.9,15,7298,4.7333,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,31.56,7.9
894,Kate Somerville,ExfoliKate® Intensive Exfoliating Treatment,24.0,2000,54075,4.41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0.22,48.0
895,Dr. Jart+,Cicapair™ Tiger Grass Re.Pair Serum,46.0,366,29594,4.2186,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,1.15,46.0
896,The Ordinary,Vitamin C Suspension 23% + HA Spheres 2%,5.8,265,33372,3.9849,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,1.5,5.8
898,Caudalie,Vinosource S.O.S Thirst Quenching Serum,49.0,700,34118,4.4914,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0.64,49.0
899,FARSÁLI,Rose Gold Elixir – 24k Gold Infused Beauty Oil,54.0,1000,114554,3.9263,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.39,54.0
900,Guerlain,Orchidée Impériale The Cream,460.0,6,1403,5.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.43,83.33,287.5
901,La Mer,The Regenerating Serum,345.0,23,6243,3.913,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,17.01,345.0
902,COOLA,Sunless Tan Anti-Aging Face Serum,54.0,104,10661,4.1827,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,4.02,31.76
903,Peter Thomas Roth,Potent-C™ Vitamin C Power Serum,95.0,571,18559,4.2067,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0.74,95.0
904,Murad,Retinol Youth Renewal Serum,89.0,241,9893,4.5519,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,1.89,89.0
905,Peace Out,Pore Treatment Strips,19.0,586,22387,4.1672,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0.71,
906,Kate Somerville,EradiKate™ Acne Treatment,26.0,2000,70140,4.2727,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.21,26.0
907,The Ordinary,Ascorbic Acid 8% + Alpha Arbutin 2%,10.0,16,7793,4.5625,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,28.52,10.0
908,Herbivore,Blue Tansy AHA + BHA Resurfacing Clarity Mask,48.0,1000,68037,4.4648,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.45,24.0
909,Caudalie,Vinoperfect Glycolic Brightening Essence,49.0,305,34715,4.377,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,1.44,9.8
910,The Ordinary,Matrixyl* 10% + HA,11.5,97,26457,4.2062,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,4.34,11.5
911,AMOREPACIFIC,Treatment Enzyme Peel Cleansing Powder,60.0,1000,41622,4.6471,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.46,34.09
912,Dior,Capture Youth Serum Collection,95.0,73,19927,4.274,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,5.85,95.0
913,Peter Thomas Roth,Professional 3% Retinoid Plus,82.0,174,21506,4.6034,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,2.65,82.0
914,CLINIQUE,Acne Solutions Clinical Clearing Gel,27.0,748,39082,4.2139,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0.56,27.0
915,First Aid Beauty,Ultra Repair® Hydrating Serum,38.0,523,33249,4.2294,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0.81,22.35
916,BIOEFFECT,EGF Serum,160.0,541,3059,4.4713,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.69,0.83,
917,Kiehl's Since 1851,Powerful-Strength Line-Reducing Concentrate 12.5% Vitamin C,65.0,172,20600,3.75,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,2.18,38.24
918,BECCA,Backlight Priming Filter Face Primer,39.0,1000,73423,4.2496,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.42,39.0
919,Peter Thomas Roth,FIRMx™ Peeling Gel,48.0,1000,34778,4.5573,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0.46,14.12
921,SUNDAY RILEY,Juno Antioxidant + Superfood Face Oil,72.0,378,43924,4.4127,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,1.17,61.02
922,Biossance,Squalane + Phyto-Retinol Serum,78.0,126,12596,3.873,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.07,78.0
923,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,49.0,1000,44769,4.2931,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.23,0.43,28.82
924,Peter Thomas Roth,Max Complexion Correction Pads,40.0,1000,41424,4.4318,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,0.44,
925,HUM Nutrition,Daily Cleanse Clear Skin and Body Detox Supplement,25.0,331,30822,4.0121,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.21,
926,SK-II,R.N.A. POWER Anti-Aging Essence Serum,195.0,59,3416,4.3729,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,7.41,121.88
927,Peter Thomas Roth,Peptide 21™ Wrinkle Resist Serum,110.0,394,1340,4.5787,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,1.16,110.0
928,The Ordinary,Granactive Retinoid 2% in Squalane,9.6,2,2540,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,250.0,9.6
929,The Ordinary,Vitamin C Suspension 30% in Silicone,6.8,89,20744,4.1685,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,4.68,6.8
930,OLEHENRIKSEN,Power Peel™ Transforming Facial System,50.0,973,31696,4.5961,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.47,
931,The Ordinary,Resveratrol 3% + Ferulic Acid 3%,7.9,7,6495,4.7143,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,67.35,7.9
932,Fresh,Umbrian Clay Pore Purifying Face Mask,58.0,708,68288,4.4364,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0.63,
933,Origins,Super Spot Remover™ Acne Treatment Gel,18.0,1000,65859,4.0227,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0.4,60.0
934,Kate Somerville,EradiKate® Daily Cleanser Acne Treatment,38.0,394,23424,4.2614,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,1.08,9.5
935,Murad,Invisiblur™ Perfecting Shield Broad Spectrum SPF 30 PA+++,65.0,642,26809,3.9502,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,0.62,65.0
936,Dr. Dennis Gross Skincare,Clinical Grade IPL Dark Spot Correcting Serum,92.0,217,9390,4.129,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,1.9,92.0
937,tarte,Youth or Dare Multi-Acid & C-Serum,42.0,7,4078,4.8571,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,69.39,42.0
938,Murad,Oil-Control Mattifier SPF 15 PA++,40.0,2000,32886,4.1703,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.08,0.21,23.53
939,Flora + Bast,Age Adapting CBD Serum,77.0,17,3354,4.9412,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,29.07,77.0
940,Peace Out,Peace Out Emergency Pack,24.0,14,7154,4.5714,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,32.65,
941,BECCA,Ever-Matte Poreless Priming Perfector ,39.0,2000,55599,3.5915,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.18,28.89
942,Perricone MD,Cold Plasma+ Face,149.0,1000,3193,4.0995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.32,0.41,149.0
943,COVER FX,Mattifying Primer With Anti-Acne Treatment,38.0,1000,47500,3.5567,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0.36,
944,The Ordinary,Ascorbyl Glucoside Solution 12%,12.9,3,3220,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,166.67,12.9
946,Murad,Clarifying Body Spray,40.0,485,10719,4.301,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,0.89,9.3
948,Dr. Dennis Gross Skincare,C+ Collagen Brighten & Firm Vitamin C Serum,78.0,108,14207,3.9074,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,3.62,78.0
949,GLAMGLOW,FLASHMUD™ Brightening Treatment Mask,59.0,607,60074,4.1021,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.68,34.71
950,The Ordinary,Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F,17.8,49,25663,4.1837,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,8.54,17.8
951,SEPHORA COLLECTION,Glow Peel Pads,15.0,13,6413,3.9231,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,30.18,
952,GLAMGLOW,GRAVITYMUD™ Firming Treatment Mask,59.0,738,72776,3.9485,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.54,34.71
953,The Ordinary,Alpha Lipoic Acid 5%,6.8,6,4006,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,83.33,6.8
954,SEPHORA COLLECTION,Ultra Glow Serum: Glow + Strengthen Vitamin C Serum,20.0,13,3570,4.3846,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,33.73,20.0
955,Perricone MD,PRE:EMPT SERIES™ Skin Perfecting Serum,90.0,58,7044,4.2759,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,7.37,90.0
956,Algenist,ELEVATE Advanced Retinol Serum,98.0,16,2173,4.9375,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,30.86,98.0
957,Dr. Jart+,Cicapair™ Tiger Grass Camo Drops,46.0,230,17554,4.0217,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,1.75,46.0
958,Peter Thomas Roth,Therapeutic Sulfur Mask Acne Treatment Mask,47.0,1000,44281,4.5546,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0.46,9.4
959,Murad,Clarifying Cleanser,30.0,2000,36126,4.2674,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0.21,4.44
961,CLINIQUE,Clinique Smart Custom-Repair Serum,60.0,371,16016,4.0512,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,1.09,60.0
962,MILK MAKEUP,Watermelon Brightening Serum,36.0,172,23058,4.0116,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.33,30.0
963,Dr. Dennis Gross Skincare,Ferulic Acid + Retinol Brightening Solution,88.0,278,25129,4.1187,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.48,88.0
964,Biossance,Squalane + Glycolic Renewal Facial,68.0,65,14325,4.8308,2.02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,7.43,33.66
965,CLINIQUE,Acne Solutions Cleansing Foam,21.0,925,25738,4.1784,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59,0.45,5.0
967,CLINIQUE,Blackhead Solutions Self-heating Blackhead Extractor,29.0,76,18725,3.3289,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,4.38,42.65
968,OLEHENRIKSEN,Glow Cycle Retin-ALT Power Serum,58.0,1000,24627,4.3839,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0.44,58.0
969,tarte,Rainforest of the Sea™ Deep Sea Collagen Super Serum,39.0,44,9111,4.6136,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,10.49,41.49
970,Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 25,60.0,1000,27293,4.29,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0.43,60.0
971,Peter Thomas Roth,Water Drench Hyaluronic Cloud Serum,65.0,381,15439,4.21,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1.1,65.0
972,Caudalie,Vinopure Natural Salicylic Acid Pore Minimizing Toner,28.0,113,15427,3.9115,6.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,3.46,4.18
973,Murad,Time Release Acne Cleanser,39.0,770,24966,4.3636,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0.57,5.78
974,The Ordinary,"""B"" Oil",9.2,14,5773,4.2143,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,30.1,9.2
975,Caudalie,Vine[Activ] Vitamin C Anti-Wrinkle Serum,52.0,150,12204,4.0267,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,2.68,52.0
976,Peter Thomas Roth,Retinol Fusion PM,65.0,509,18636,4.3458,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.85,65.0
977,Neogen Dermalogy,Bio-Peel Gauze Peeling - Lemon,27.0,553,31856,4.6058,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0.83,
978,tarte,Mermaid Skin™ Hyaluronic H2O Serum,42.0,213,14749,3.9859,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.87,24.71
979,GLAMGLOW,YOUTHMUD™ Tinglexfoliate Treatment Mask,59.0,2000,77093,4.0934,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0.2,34.71
980,Dr. Brandt Skincare,needles no more™,89.0,435,12064,3.4391,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0.79,178.0
981,IT Cosmetics,Bye Bye Breakout™ Full-Coverage Concealer,28.0,340,34016,3.9,0.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.15,80.0
982,Murad,Skin Perfecting Lotion - Blemish Prone/Oily Skin,40.0,883,27620,4.2854,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0.49,23.53
983,Kate Somerville,Wrinkle Warrior™ 2-in-1 Plumping Moisturizer + Serum,95.0,253,12668,3.7984,1.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.5,55.88
984,Dr. Dennis Gross Skincare,Alpha Beta® Clinic-At-Home Kit Extra Strength,88.0,23,5310,4.7826,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,20.79,
985,Dior,Capture Totale Dreamskin Advanced Refill,128.0,11,3380,4.9091,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,44.63,75.29
986,bareMinerals,SKINLONGEVITY™ Vital Power Infusion Serum,58.0,242,13028,4.4132,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,1.82,34.12
987,Kate Somerville,D-Scar™ Scar Diminishing Serum,48.0,368,25786,4.144,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.13,72.73
988,Dr. Dennis Gross Skincare,Alpha Beta® Ultra Gentle Daily Peel for Sensitive Skin,88.0,151,9535,4.3775,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,2.9,
989,Supergoop!,City Sunscreen Serum SPF 30,42.0,265,8879,4.0868,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,1.54,21.0
990,Fresh,Rose Deep Hydration Face Serum,48.0,114,15860,4.2368,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,3.72,48.0
991,Murad,Rapid Relief Acne Spot Treatment,22.0,240,13635,4.0375,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,1.68,44.0
992,philosophy,The Microdelivery Resurfacing Peel,72.0,1000,32049,4.6988,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0.47,
993,Kate Somerville,Anti Bac Clearing Lotion,42.0,490,19184,4.4367,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.91,24.71
994,Tatcha,Luminous Deep Hydration Firming Serum,95.0,94,14575,3.7872,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,4.03,95.0
995,Kiehl's Since 1851,Daily Reviving Concentrate,47.0,88,18345,4.625,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,5.26,47.0
